Tanggal,Comment,standardized_text,Sentiment,Platform
2024-08-29,apakabar pelari ya masih mentuhankan sepatu luar buat ngejar PB daripada performa diri...,bagaimana kabar pelari yang masih mengagungkan sepatu luar untuk mengejar pencapaian terbaik daripada performa diri.,negatif,Tiktok
2024-08-29,G punya paru2 kyk nya ??,tidak punya paru kayaknya [terpukau],negatif,Tiktok
2024-08-29,dia pake sepatu tentara jg menang ????,dia pakai sepatu tentara juga menang [terpukau][terpukau][terpukau][terpukau],positif,Tiktok
2024-08-29,cog sangar,hebat,positif,Tiktok
2024-08-29,"Saya mau nawarin sepatu Ortus hyperblast 2.0 ukuran 42 warna putih masih baru dan ORI saya jual murah aja kak 550.000 pas, ongkir saya tanggung, saya beli baru 700 an.
sya jual krna gk muat","saya mau menawarkan sepatu ortus hyperblast 2.0 ukuran 42 warna putih masih baru dan asli saya jual murah saja kak 550.0 pas, ongkir saya tanggung, saya beli baru sekitar 700 an. saya jual karena tidak muat",netral,Tiktok
2024-08-29,Penjualan 910 ??????????,penjualan 910 [terpukau][terpukau][terpukau][terpukau][terpukau][terpukau][terpukau],positif,Tiktok
2024-08-29,Pakai sepatu boot aja menang mereka kayaknya??,pakai sepatu bot saja menang mereka kayaknya?,netral,Tiktok
2024-08-29,Orang kenya mah gak pake sepatu juga tetep kenceng kaleeee ??,orang kenya tidak pakai sepatu juga tetap kencang mungkin [terpukau],positif,Tiktok
2024-08-29,Pace 3 anj,kecepatan 3 astaga,netral,Tiktok
2024-08-29,mantap brand lokal sudah bisa saingi brand luar ??,mantap merek lokal sudah bisa menyaingi merek luar [terpukau],positif,Tiktok
2024-08-29,Kang Deden ??????,kang deden [terpukau][terpukau][terpukau][terpukau][terpukau],positif,Tiktok
2024-08-29,Ah yg mana tu kak??,ah yang mana itu kak?,netral,Tiktok
2024-08-29,Yg ngasih kaka uang itu namanya kang Deden dia sering ikut event² lari pake baju unik² dan sering berbagi uang kak.,yang memberi uang itu namanya kang deden. dia sering ikut event lari pakai baju unik dan sering berbagi uang kak.,positif,Tiktok
2024-08-29,Asal Jakarta kak. Indorunners Jakarta sering lari bareng juga.,asal jakarta kak. indorunners jakarta sering lari bersama juga.,netral,Tiktok
2024-08-29,Kmaren lihat di sosmed banyak yang ikut Bali maybank marathon. Kayanya ga worth it deh Biaya pendaftaran udah 800k+ biaya tiket pesawat hotel dan pasti akomodasi. Ngapain sih? Cuma buat dapatin medali dan konten sosmed?,"kemarin lihat di media sosial banyak yang ikut bali maybank marathon. sepertinya tidak sebanding. biaya pendaftaran sudah delapan ratus ribu ditambah tiket pesawat, hotel, dan akomodasi. untuk apa sih? hanya untuk dapat medali dan konten media sosial?",negatif,Twitter
2024-08-30,Event kayak ini dapat file gpx ga om?,event seperti ini dapat file gpx tidak om?,netral,Youtube
2024-08-30,super keren 🔥,super keren [api],positif,Instagram
2024-08-30,Super KEREN! Coach @matiasibo pasti mau ikutan nih kalo ada beginian..,sangat keren! pelatih pasti ingin ikut kalau ada seperti ini,positif,Instagram
2024-08-30,Runcation with 1KNR @Bali Maybank Marathon 2024 Sehingga kita bertemu lg di runcation yg lain bersama2 team @onekrubongnightrunners. See you next Bali Maratahon 2025. #togetherwerunhappy #healthylifestyle #trusttheprogress,liburan lari bersama 1knr maybank marathon 2024. semoga kita bertemu lagi di liburan lari yang lain bersama sama tim sampai jumpa di bali marathon 2025.,positif,Twitter
2024-08-30,gue mau ngeluh dulu ANJIR GUE CAPEK BANGET COKKKKKK. gue capek tapi gue juga seneng rl gue produktif tapi capek. dari minggu lalu event marathon maybank lanjut pendampingan team basket sampe hari ini sekaligus ngurus jurnal kelengkapan daftar yudisium wisuda besok jaga lagi,"saya mau mengeluh dulu. astaga saya sangat lelah sekali. saya lelah tapi saya juga senang karena saya produktif tapi capek. dari minggu lalu event marathon maybank lanjut mendampingi tim basket sampai hari ini sekaligus mengurus jurnal kelengkapan daftar yudisium, besok jaga lagi",positif,Twitter
2024-08-30,Orang2 super keren!,orang sangat keren!,positif,Instagram
2024-08-30,"Thanks liputan nya bro Hanseen..
Kenapa Maybank tidak memakai nama Bali untuk even yang setiap Tahun digelar..?
Sedangkan Bank2 besar Dunia dan lokal sudah lama menggunakan nama Kota tempat diselenggarkannya even tsb..
Bank of America Chicago Marathon 
Standard Chartered Singapore  Martahon ( SCSM ) dll.
Bank Mandiri Jogja Marathon 
Bank Jateng Borobodur Marathon..
Wlpn Bali lebih terkenal dari Maybanknya ,lebih elok dan berbobot klo disertakan menjadi Maybank Bali Marathon ..tksh.","terima kasih liputannya bro hanseen. kenapa maybank tidak memakai nama bali untuk event yang setiap tahun digelar? sedangkan bank besar dunia dan lokal sudah lama menggunakan nama kota tempat diselenggarakan event tersebut. bank of america chicago marathon, standard chartered singapore marathon, bank mandiri jogja marathon, bank jateng borobudur marathon. walaupun bali lebih terkenal dari maybank nya, lebih elok dan berbobot kalau disertakan menjadi maybank bali marathon. terima kasih.",netral,Youtube
2024-08-30,SALUTE!! makasiyaaaa kakak2. kalian keren bangettt!!! rada sedih kmaren pas lewatin bbrp titik banyak sampah tutup energi gel 😢,salute!! terima kasih banyak kakak kakak. kalian keren sekali! agak sedih kemarin pas lewat beberapa titik banyak sampah tutup energi gel [sedih],netral,Instagram
2024-08-30,Mati Gaya #Astungkara #PernahTua #Runners #Pelari #Running #IndoRunners #MaybankMarathon #Bali,mati gaya,netral,Twitter
2024-08-30,Kereennn 😍,keren sekali [terpukau],positif,Instagram
2024-08-30,Selalu terdepan @maybankmarathon gak habis-habis ide nya. Plis plis kami cewek - cewek centil juga mau ikut plogging tahun depan 💅💃🗑️♻️ gmn daftar nyaaaaaah,selalu terdepan tidak habis idenya. tolong kami para perempuan centil juga ingin ikut plogging tahun depan [cat kuku][menari][tempat sampah][daur ulang] bagaimana cara daftarnyah,positif,Instagram
2024-08-30,Kita tunggu di trail @btrultra ya kakak-kakak semua🥳,kami tunggu di trail ya kakak semua [pesta],positif,Instagram
2024-08-30,Kece bgt 🙌🏼🔥,keren sekali [angkat tangan][api],positif,Instagram
2024-08-30,#respect I definitely will comeback next year!,saya pasti akan kembali tahun depan!,positif,Instagram
2024-08-30,Salutes 🫡🫡🫡,hormat [salute][salute][salute],positif,Instagram
2024-08-30,Kereennn👏👏👏,keren sekali [tepuk tangan][tepuk tangan],positif,Instagram
2024-08-30,👏👏👏👏👏❤️,[tepuk tangan][tepuk tangan][hati],positif,Instagram
2024-08-30,Parah keren bangetttttt🔥🔥🔥 @jab.jabbar,parah keren banget [api][api][api],positif,Instagram
2024-08-30,Pelari elit nya @balitrailrunning neh! 🔥🔥🔥 Marathon Road 42k cuma cemilan buat mereka 😂,pelari elit dari nih! [api][api][api] maraton jalan 42 kilometer cuma cemilan buat mereka [tertawa],positif,Instagram
2024-08-30,Kerenn 🙌🙌,keren [angkat tangan][angkat tangan],positif,Instagram
2024-08-30,"Keren banget mereka, saluut 🙌😍","keren banget mereka, salut [angkat tangan][terpukau]",positif,Instagram
2024-08-30,WTB jersey maybank marathon size L via Tokped only 🤭,mencari jersey maybank marathon ukuran l lewat tokopedia saja [senyum malu],netral,Instagram
2024-08-30,"🔥🔥🔥 Panutan kita semua.. suhu2 saya ini  di @balitrailrunning 🙇🙇 Oya tahun depan peringan tugas mereka dengan jangan buang sampah (gel, botol minum dll) sembangan. Bawa beberapa meter aja bisa taruh di bak sampah depan rumah warga 🙏🙏","[api][api][api] panutan kita semua. guru saya ini di [menunduk][menunduk] oh ya tahun depan permudah tugas mereka dengan tidak membuang sampah (gel, botol minum, dll) sembarangan. bawa beberapa meter saja bisa buang di tempat sampah depan rumah warga [berdoa][berdoa]",positif,Instagram
2024-08-30,Sangat Kreatif... Terima Kasih Runner Baik 🔥🔥🔥,sangat kreatif. terima kasih pelari baik [api][api][api],positif,Instagram
2024-08-30,kebiasaan @idvoyager klo trail sukak khilaf ngacir khan 🫣🤣🤪,kebiasaan kalau trail suka khilaf langsung ngebut kan [muka malu][tertawa][kocak],positif,Instagram
2024-08-30,Keren ❤️👏,keren [hati][tepuk tangan],positif,Instagram
2024-08-30,Kereeeen!!!,keren!,positif,Instagram
2024-08-30,So inspiring!,sangat menginspirasi!,positif,Instagram
2024-08-30,Ini celetukan2nya bikin ngikik sih 😂,ini celetukannya bikin tertawa sih [tertawa],positif,Instagram
2024-08-30,Keren @idvoyager,keren,positif,Instagram
2024-08-30,Makin berkelas ini race,makin berkelas acara ini,positif,Instagram
2024-08-30,Very inspiring ....👏,sangat menginspirasi. [tepuk tangan],positif,Instagram
2024-08-30,Ada @sibrayen,ada,netral,Instagram
2024-08-30,Mereka pelari ultra marathon semua. Marathon cuma latihan buat mereka. ya gak? 🤭 @kokorichz @abongsoeparto @yazchenko @idvoyager @jab.jabbar @edyawan.n,mereka semua pelari ultra marathon. maraton itu cuma latihan buat mereka. ya kan? [senyum malu],positif,Instagram
2024-08-30,Kerennnn ❤️❤️❤️,keren banget [hati][hati][hati],positif,Instagram
2024-08-30,Kerennnn !! 🔥🔥,keren banget!! [api][api],positif,Instagram
2024-08-30,"Wahhh seru ini, boleh daftar nih kalo taon depan ada lagi 🙌🔥salut buat kakak2 @balitrailrunning 👏","wah seru ini, boleh daftar nih kalau tahun depan ada lagi [angkat tangan][api] salut buat kakak [tepuk tangan]",positif,Instagram
2024-08-30,tahun ini inceran race gw cuma 2 pocari sama maybank marathon tapi 22nya ga ada yg dapet : ),"tahun ini target lomba saya cuma dua: pocari dan maybank marathon, tapi dua duanya tidak dapat slot :)",negatif,Twitter
2024-08-30,Respect 🫡🫡🫡🫡,hormat [salute][salute][salute][salute],positif,Instagram
2024-08-30,The core  responsibility - why maybank stands out from others … 👏👏👏,tanggung jawab utama kenapa maybank berbeda dari yang lain… [tepuk tangan][tepuk tangan],positif,Instagram
2024-08-30,Tiba2 FM...🔥🔥🔥,tiba maraton penuh. [api][api][api],netral,Instagram
2024-08-30,Thank you for the opportunity to experience this. Bali marathon is not about marathon. It’s a culture- a ritual & tradition that must be continued. Kudos! 👏🔥,terima kasih atas kesempatannya. maraton bali bukan sekadar maraton. ini budaya – sebuah ritual dan tradisi yang harus diteruskan. hormat! [tepuk tangan][api],positif,Instagram
2024-08-30,@berti_bole boleh nih di tiru,boleh nih ditiru,netral,Instagram
2024-08-30,"Duh, ko bisa slot balot Tapi ada rombongan gini berangkat sepaket. Bener balotnya gak ya?","duh, kok bisa dapat slot undian padahal ada rombongan berangkat sepaket. benar undiannya tidak ya?",negatif,Instagram
2024-08-30,Wow good idea. Would like to join for next year plogging 😍,wah ide bagus. ingin ikut plogging tahun depan [terpukau],positif,Instagram
2024-08-30,@yussapatusama @richiearnawa generasi penerus,generasi penerus,netral,Instagram
2024-08-30,Keren🔥🔥🔥,keren [api][api][api],positif,Instagram
2024-08-30,Bravo ...💜,bravo. [hati ungu],positif,Instagram
2024-08-30,Oohh ternyata km kereeeeen👏🔥 sayang ga ktm LG pas finish,oohh ternyata kamu keren [tepuk tangan][api] sayang tidak ketemu lagi pas finis,positif,Instagram
2024-08-30,"Keren... Masih sempet"" ambilin botol kaaaak.... LUAR BIASA😍🤩",keren. masih sempat ambil botol juga kak. luar biasa [terpukau][terpukau],positif,Instagram
2024-08-30,"Seru juga kayak gini, cobain ah tahun depan kalo dapat slot","seru juga seperti ini, coba ah tahun depan kalau dapat slot",positif,Instagram
2024-08-30,6 org ultramaniac dari @balitrailrunning,enam orang penggila ultra marathon dari,netral,Instagram
2024-08-30,Kerennnn👏👏👏,keren [tepuk tangan][tepuk tangan],positif,Instagram
2024-08-30,Respect 🫡,hormat [salute],positif,Instagram
2024-08-30,Respect 🔥🙌,hormat [api][angkat tangan],positif,Instagram
2024-08-30,TERBAIK,terbaik,positif,Instagram
2024-08-30,🔥🔥👏👏👏😍😍😍😍,[api][api][tepuk tangan][tepuk tangan][terpukau][terpukau][terpukau][terpukau],positif,Instagram
2024-08-30,Kok bisa yaa fm nya orang2 itu abis ujan gitu @gnganantyo @pluieenjanvier @gunturkarya,kok bisa ya maraton penuhnya orang itu setelah hujan gitu,netral,Instagram
2024-08-30,"Pelari2 tangguuhh ini mah, ga salah deh 🔥🔥","para pelari tangguh ini mah, tidak salah deh [api][api]",positif,Instagram
2024-08-30,keren semua nya 👏👏👏😍,keren semua [tepuk tangan][tepuk tangan][terpukau],positif,Instagram
2024-08-30,Keren 👏👏,keren [tepuk tangan][tepuk tangan],positif,Instagram
2024-08-30,Terimakasih kawan2 baik… Long live sustainability 🤘🏻,terima kasih teman baik… panjang umur untuk keberlanjutan [rock],positif,Instagram
2024-08-30,Makin bangga jadi bagian runner Maybank 🔥🔥🔥,makin bangga jadi bagian dari pelari maybank [api][api][api],positif,Instagram
2024-08-30,Terbaikk,terbaik,positif,Instagram
2024-08-30,🙌👏❤️,[angkat tangan][tepuk tangan][hati],positif,Instagram
2024-08-30,Anak-anak @balitrailrunning 🔥🔥🔥,anak [api][api][api],positif,Instagram
2024-08-30,Liputan para runners pada kencing bejejer pinggir jalan ditunggu min😂😂😂😂😂😂😂😂,liputan para pelari pada buang air kecil berjajar di pinggir jalan ditunggu admin [tertawa][tertawa][tertawa][tertawa][tertawa][tertawa][tertawa][tertawa][tertawa],netral,Instagram
2024-08-30,Keren👏🔥,keren [tepuk tangan][api],positif,Instagram
2024-08-30,Dorong Gaya Hidup Aktif New Balance Sponsori Ajang Maybank Marathon 2024,"dorong gaya hidup aktif, new balance sponsori ajang maybank marathon 2024",positif,Twitter
2024-08-30,Astungkara Pernah Tua.... #MaybankMarathon #MMB2024 #Discoveranewyou #IndoRunnersBali #BaliMarathon #MMB24Quiz #MMB24 #RTM24 #MMBQUIZ2024 #MMB2025 #Runners,astungkara pernah tua.,netral,Twitter
2024-08-30,modal spatu futsal buat olah raga apapun,modal sepatu futsal buat olahraga apapun,netral,Tiktok
2024-08-30,Mff kak kalau mau ikutan lari tapi pake sepatu aerostreet boleh ga?,"maaf kak, kalau mau ikut lari tapi pakai sepatu aerostreet boleh tidak?",netral,Tiktok
2024-08-30,Waaooo 🔥🔥🔥🔥🔥,wah [api][api][api][api][api],positif,Instagram
2024-08-30,Para master semua itu…. Beneran senyum-senyum trus larinya🙌🙌🔥🔥🔥,para master semua itu. benar senyum terus saat lari [angkat tangan][angkat tangan][api][api][api],positif,Instagram
2024-08-30,"Pacer membuka jalan dan ditutup para plogging runners, akh 🔥🔥👏👏👏 😍","pelari pembuka jalan dan ditutup oleh pelari plogging, ah [api][api][tepuk tangan][tepuk tangan][terpukau]",positif,Instagram
2024-08-30,They are the best✨️,mereka yang terbaik [kilau],positif,Instagram
2024-08-30,I saw one of them😍,saya melihat salah satu dari mereka [terpukau],positif,Instagram
2024-08-30,Tahun depan ya @cacanya.mama insyaaAllah 😘,tahun depan ya insyaallah [cium],positif,Instagram
2024-08-30,Ada foto peserta anak2 ngga min?,ada foto peserta anak tidak admin?,netral,Instagram
2024-08-30,Semoga tahun 2025 ada kesempatan dan dapat ikutan event ini... Ya Maybank,semoga tahun 2025 ada kesempatan dan bisa ikut event ini. ya maybank,positif,Instagram
2024-08-30,kerennn eventnya.... dibelain walaupun kaki masih cedera wajib ikutt.... 🔥,keren eventnya. dibela belain meskipun kaki masih cedera tetap ikut [api],positif,Instagram
2024-08-30,itu yang dituang dari pocari sweat pake apa?,itu yang dituang dari pocari sweat pakai apa?,netral,Tiktok
2024-08-30,"sama aja dituang ke papercup dulu terus di tuang ke silicone cup, ya poinnya cuma glorified cup doang","sama saja dituang ke gelas kertas dulu lalu dituang ke gelas silikon peserta, ya intinya cuma gelas yang lebih bagus",netral,Tiktok
2024-08-30,Trail run mah rata rata udah pake silicon cup memang,trail run mah rata memang sudah pakai gelas silikon,netral,Tiktok
2024-08-30,Kalian bener2 keren... Orang susah lari jaga pace .. kakak2 ini bolak balik aja mungutin sampah sekitaran aku lari... Salutttt,kalian benar keren. orang susah lari jaga kecepatan. kakak ini bolak balik mungutin sampah di sekitar saya lari. salut,positif,Instagram
2024-08-30,"masa sih? perasaan ud ad dari Sentul Hill Trail Run 2018 ????
malah jd mandatory ??",masa sih? seingat saya sudah ada dari sentul hill trail run 2018? malah jadi wajib ya [terpukau],positif,Tiktok
2024-08-30,"21km sakit kram anyink ,,butuh solisi",dua puluh satu kilometer kram parah. butuh solusi,negatif,Tiktok
2024-08-30,Kita @Bryan Burhamsyah ????,kita burhamsyah [terpukau][terpukau],positif,Tiktok
2024-08-30,"nunggu kata2 ""event lari kok jalan""??",menunggu kalimat “event lari kok jalan”?,netral,Tiktok
2024-08-30,Wishlist masa depan??,daftar keinginan masa depan [terpukau],positif,Tiktok
2024-08-30,"pernah termuntah muntah krn terbawa arus, pdhl sdh beberapa kali ikut even n fun run ?? mulut komat kamit tenang"", fokus"", stabil stabil, akhir nya bisa finish happy ????????????","pernah muntah karena terbawa arus, padahal sudah beberapa kali ikut event dan fun run [terpukau] mulut komat kamit tenang tenang, fokus fokus, akhirnya bisa finis dengan bahagia [terpukau][terpukau][terpukau][terpukau][terpukau][terpukau]",positif,Tiktok
2024-08-30,Things like this makes the world worth while... ??,hal seperti ini membuat dunia terasa lebih layak. [terpukau],positif,Tiktok
2024-08-30,"I’m the girl in the white, just for context - I finished the 10k my fastest time ever and almost vomited at the finish where the video was taken??","saya perempuan berbaju putih, hanya untuk konteks – saya finis sepuluh ribu meter dengan waktu tercepat saya dan hampir muntah di garis finis saat video ini diambil [terpukau]",positif,Tiktok
2024-08-30,"aku juga pernah kk,dr start sdh mood swing,tp tetap komitmen melanjutkan walo dg berjln kaki rame rame ?????????? benar"" melatih mental n fokus n listen your body ??????????","aku juga pernah kak, dari start sudah mood swing, tapi tetap komitmen melanjutkan walau dengan berjalan kaki ramai [terpukau][terpukau][terpukau] benar melatih mental, fokus, dan mendengarkan tubuh [terpukau][terpukau][terpukau]",positif,Tiktok
2024-08-30,Bener kak??,benar kak [terpukau],positif,Tiktok
2024-08-30,Keknya ada loe deh @k_alpani 🤣🤣🤣,kayaknya ada kamu deh [tertawa][tertawa][tertawa],netral,Instagram
